match_minute,match_second,position_x,position_y,play_type,BodyPart,Number_Intervening_Opponents,Number_Intervening_Teammates,Interference_on_Shooter,outcome
63,36,10.47,2.24,Open Play,Head,2,2,Low,Missed
17,14,4.49,0.5,Open Play,Other,3,0,Medium,Missed
2,26,10.47,-0.5,Open Play,Right,1,0,Medium,Saved
25,42,15.46,2.24,Open Play,Right,5,1,Medium,Missed
11,8,8.48,7.98,Open Play,Left,1,0,Medium,Saved
73,34,8.23,-14.22,Open Play,Right,2,0,Medium,Saved
70,50,12.22,18.95,Open Play,Right,3,1,Low,Missed
85,50,8.23,1.25,Open Play,Head,2,0,Medium,Missed
35,41,7.48,3.49,Open Play,Left,2,0,Medium,Blocked
77,18,11.97,-17.46,Open Play,Right,2,1,Medium,Missed
79,21,8.48,-1.75,Open Play,Right,2,0,Medium,GoalFrame
64,5,17.46,-10.23,Open Play,Left,3,1,Medium,Blocked
15,32,15.21,-8.98,Open Play,Right,6,2,Low,Missed
4,7,8.23,1,Open Play,Head,2,0,Medium,Missed
90,10,6.48,11.22,Open Play,Left,2,0,Medium,Saved
55,22,21.7,-0.75,Open Play,Left,2,0,Low,Missed
60,10,8.23,1.25,Open Play,Right,3,0,Low,Blocked
90,9,31.17,5.99,Open Play,Right,4,1,Low,Saved
72,44,28.18,6.73,Direct freekick,Right,8,3,Low,Missed
27,46,12.47,-4.99,Open Play,Head,3,0,Medium,Missed
54,27,19.2,0.25,Open Play,Right,3,1,Medium,Missed
3,52,7.73,3.99,Open Play,Left,1,0,Low,Saved
3,39,8.48,4.24,Open Play,Right,3,0,Low,Missed
5,23,14.46,-3.99,Open Play,Left,1,0,Low,Saved
79,28,18.95,-15.21,Open Play,Right,4,0,Medium,Missed
30,20,23.94,-1,Open Play,Right,2,0,Medium,Saved
70,42,25.44,13.22,Open Play,Left,3,0,Medium,Saved
28,31,9.98,-14.46,Open Play,Right,3,1,Low,Goal
43,24,8.48,0.25,Open Play,Right,2,0,Medium,Missed
64,48,19.95,17.21,Open Play,Left,3,0,Medium,Saved
85,55,17.96,12.72,Open Play,Left,6,2,Low,Blocked
47,58,7.73,-1.25,Open Play,Left,2,0,Low,Missed
39,11,3.74,5.74,Open Play,Head,1,0,Low,Missed
25,52,10.23,3.24,Open Play,Head,2,0,Medium,Saved
50,12,13.97,2.24,Open Play,Head,2,0,Medium,Missed
21,38,21.7,11.97,Open Play,Right,3,1,Low,Missed
95,50,24.94,-18.21,Open Play,Left,3,0,Medium,Saved
14,0,2,2,Open Play,Right,1,0,Low,Missed
16,24,3.99,-5.99,Open Play,Right,2,0,Medium,Saved
37,19,25.69,8.23,Open Play,Right,4,1,Low,GoalFrame
28,35,3.24,15.21,Open Play,Right,2,0,Medium,Saved
82,21,19.45,-12.97,Open Play,Right,3,0,Low,Missed
65,37,27.68,-14.46,Open Play,Left,3,0,Medium,Saved
40,14,14.22,2.74,Open Play,Head,2,0,Medium,Missed
14,17,15.21,-2.74,Open Play,Left,2,0,Medium,Missed
19,8,6.73,-2.24,Open Play,Right,2,0,Medium,Goal
18,37,22.94,-2.99,Open Play,Left,1,0,Medium,Goal
83,45,14.22,-1.25,Open Play,Left,5,2,Low,Missed
19,28,8.98,-7.48,Open Play,Right,2,0,Medium,Saved
89,9,17.21,12.72,Open Play,Right,4,0,Medium,Saved
44,1,11.97,-17.46,Open Play,Left,5,1,Medium,Saved
19,28,27.18,12.47,Direct freekick,Left,7,2,Low,Missed
67,30,7.98,6.24,Open Play,Head,2,0,Medium,Missed
59,44,22.69,6.24,Direct freekick,Right,6,3,Low,Missed
22,35,29.93,1.5,Direct freekick,Right,7,2,Low,Missed
77,28,10.23,2.49,Open Play,Right,2,0,Low,Goal
55,38,14.22,5.24,Open Play,Right,5,3,Low,Goal
80,50,7.23,-3.99,Open Play,Head,2,0,Low,Goal
19,56,9.48,3.49,Open Play,Right,1,0,Medium,Goal
17,46,14.22,-3.24,Open Play,Right,6,2,Medium,Blocked
19,30,21.95,-15.46,Open Play,Right,3,0,Low,Saved
71,49,4.49,0.5,Open Play,Left,1,0,Medium,Missed
8,40,7.98,2.99,Open Play,Head,1,0,Low,Saved
85,13,29.93,-16.96,Open Play,Right,3,0,Low,Saved
70,21,13.47,11.47,Open Play,Left,5,1,Medium,Missed
6,45,9.98,-9.98,Open Play,Head,2,0,Medium,Saved
86,46,18.7,13.47,Open Play,Right,2,0,Low,Missed
53,39,11.22,9.98,Open Play,Left,2,0,Low,Saved
81,4,2.99,1.75,Open Play,Right,1,0,Low,Goal
48,42,7.23,-9.23,Open Play,Right,1,0,Medium,Saved
8,12,25.44,1.75,Open Play,Right,1,1,Low,Missed
34,55,9.48,3.99,Open Play,Head,1,0,Low,Saved
73,8,17.71,-16.96,Open Play,Left,5,0,Low,Saved
47,53,7.48,-2.49,Open Play,Head,1,0,Low,Missed
89,43,15.71,-7.23,Open Play,Right,1,0,High,Blocked
90,14,19.95,-16.46,Open Play,Right,2,0,Medium,Missed
14,40,14.22,6.98,Open Play,Right,4,0,High,Missed
59,5,13.47,7.73,Open Play,Left,2,0,High,Saved
0,58,18.21,14.96,Open Play,Right,2,0,Low,Missed
27,16,2.99,-6.98,Open Play,Right,2,0,Low,Saved
78,59,1.75,-5.99,Open Play,Left,2,0,Medium,GoalFrame
92,51,18.21,16.46,Open Play,Left,2,0,Low,Saved
9,37,1.75,-4.24,Open Play,Head,0,0,Low,Missed
22,26,11.97,14.96,Open Play,Right,2,2,Medium,Missed
53,5,24.19,-14.96,Open Play,Right,3,0,Medium,Saved
59,10,22.94,12.22,Open Play,Right,3,1,Low,Goal
83,9,23.19,6.48,Direct freekick,Left,7,2,Low,Blocked
83,32,21.2,11.22,Open Play,Right,3,1,Low,Missed
44,4,23.19,-13.97,Open Play,Right,4,1,Low,Missed
64,47,18.45,-4.74,Open Play,Left,1,0,High,Missed
85,39,19.7,1.75,Open Play,Right,7,4,Low,Saved
75,40,0.25,-1.25,Open Play,Other,0,0,,owngoal
75,32,24.19,10.47,Direct freekick,Right,7,3,Low,Goal
10,36,10.97,0,Penalty,Right,1,0,Low,Goal
3,2,19.45,9.48,Open Play,Left,5,2,Low,Missed
48,32,12.97,3.74,Open Play,Left,2,0,Medium,Missed
8,23,12.22,-16.21,Open Play,Right,2,0,Medium,Blocked
12,24,10.23,-14.22,Open Play,Left,3,0,Medium,Goal
10,12,11.47,-9.48,Open Play,Left,2,0,Medium,Goal
2,41,19.2,16.96,Open Play,Right,3,0,Low,Missed
45,17,7.48,5.74,Open Play,Head,2,0,Medium,Missed
56,12,23.94,4.74,Open Play,Right,3,1,Medium,Missed
22,45,2.49,3.74,Open Play,Head,2,0,Medium,Blocked
66,41,9.48,15.21,Open Play,Right,3,1,Medium,Blocked
37,1,27.43,-3.99,Open Play,Right,4,1,Low,Missed
65,24,14.71,8.23,Open Play,Left,3,0,Medium,Missed
50,37,22.94,0.25,Open Play,Left,3,0,Medium,Blocked
59,29,9.48,12.72,Open Play,Left,2,0,Medium,Missed
89,25,27.68,10.47,Open Play,Left,4,1,Medium,Missed
27,21,28.93,3.74,Open Play,Right,3,0,Medium,Saved
23,13,18.45,-10.72,Open Play,Right,2,0,Medium,Blocked
91,59,9.48,6.98,Open Play,Left,2,0,Low,Blocked
23,17,6.24,-2.74,Open Play,Right,1,0,Low,Goal
70,7,12.22,-13.22,Open Play,Right,1,0,Medium,Missed
34,7,31.42,0.25,Open Play,Right,2,1,Low,Missed
36,49,13.22,-7.73,Open Play,Left,3,0,High,Saved
26,11,11.97,5.49,Open Play,Right,1,0,Low,Missed
47,32,23.44,-11.47,Open Play,Right,4,0,Low,Missed
80,43,12.72,13.72,Open Play,Right,5,1,Low,Missed
86,6,18.21,-7.98,Direct freekick,Right,7,2,Low,Saved
66,50,9.73,-8.98,Open Play,Right,2,0,Low,Missed
72,29,6.73,1.25,Open Play,Right,1,0,Medium,Saved
93,32,25.69,-1,Open Play,Right,3,0,Medium,Saved
54,22,6.48,3.24,Open Play,Left,2,0,Low,Missed
65,27,9.48,-12.22,Open Play,Left,4,1,High,Missed
54,41,30.92,0.5,Open Play,Right,3,3,Low,Missed
17,8,8.98,2.49,Open Play,Head,2,0,Medium,Blocked
71,43,8.73,-12.97,Open Play,Right,2,0,Medium,Missed
21,57,6.48,4.74,Open Play,Head,2,0,Low,Goal
13,8,10.47,4.74,Open Play,Left,2,1,Low,Goal
84,18,10.97,0,Penalty,Right,1,0,Low,Goal
59,53,10.72,5.74,Open Play,Head,2,0,Medium,Goal
41,37,14.46,-5.99,Open Play,Right,2,0,Medium,Missed
73,50,22.94,-13.72,Open Play,Left,2,1,Medium,Missed
37,50,23.19,12.97,Direct freekick,Right,7,3,Low,Blocked
76,11,25.19,-5.99,Open Play,Left,4,1,Medium,Saved
83,41,7.98,0.5,Open Play,Head,1,0,Low,Missed
25,10,24.44,0.75,Direct freekick,Right,7,3,Low,Saved
80,24,7.23,8.73,Open Play,Head,4,0,Low,Saved
45,41,10.23,-3.24,Open Play,Left,3,0,Medium,Goal
93,1,10.47,5.74,Open Play,Left,1,0,Low,Missed
15,28,9.23,2,Open Play,Head,2,0,Low,Missed
23,25,9.23,10.47,Open Play,Left,2,0,High,Goal
4,19,25.94,12.22,Open Play,Left,5,1,Low,Missed
84,51,23.19,0.25,Open Play,Right,3,1,Low,Saved
48,15,9.23,14.71,Open Play,Left,2,0,Low,Missed
64,23,26.93,9.73,Direct freekick,Right,10,2,Low,Blocked
18,44,10.23,12.97,Open Play,Left,2,0,Medium,Missed
57,40,21.2,13.72,Open Play,Left,2,0,Low,Missed
15,0,20.95,4.49,Open Play,Right,2,1,Low,Missed
31,35,23.69,-5.49,Direct freekick,Left,6,3,Low,Blocked
71,20,13.22,7.73,Open Play,Left,1,0,Low,Saved
65,1,7.73,2.49,Open Play,Head,3,0,Medium,Missed
34,48,2.49,3.24,Open Play,Other,1,0,Medium,Missed
35,56,30.67,14.71,Open Play,Left,5,3,Low,Missed
12,17,9.73,5.74,Open Play,Right,4,0,Low,Saved
58,44,7.23,-14.22,Open Play,Right,3,0,Low,Saved
81,27,11.72,-10.23,Open Play,Right,1,0,Low,Missed
66,13,18.45,2,Open Play,Left,2,0,Medium,Saved
50,18,27.43,-8.98,Open Play,Right,5,0,Medium,Missed
30,49,14.96,2.99,Open Play,Right,3,0,Medium,Saved
49,15,24.69,-6.98,Open Play,Left,4,1,Low,Saved
31,29,22.2,14.71,Open Play,Right,4,2,Low,Missed
63,49,30.18,12.22,Direct freekick,Right,6,3,Low,Missed
27,11,8.73,5.49,Open Play,Head,3,1,Medium,Blocked
71,58,8.23,0,Open Play,Head,1,0,Low,Saved
67,17,24.44,-16.21,Open Play,Left,3,0,Low,Saved
43,22,25.19,9.23,Open Play,Right,2,1,Medium,Saved
55,50,10.47,-5.74,Open Play,Head,3,0,Medium,Saved
50,49,11.47,7.23,Open Play,Right,1,0,Medium,Goal
61,36,10.97,0,Penalty,Right,1,0,Low,Goal
42,54,1.75,3.24,Open Play,Right,0,0,Low,Goal
4,37,4.49,2.74,Open Play,Left,1,0,Medium,Goal
74,36,3.74,-0.75,Open Play,Right,1,0,,owngoal
38,0,4.49,0.25,Open Play,Head,1,0,Medium,Goal
84,5,2.24,2.74,Open Play,Right,2,1,Low,Goal
50,12,21.7,6.24,Open Play,Right,2,0,Medium,Missed
45,38,24.69,9.48,Open Play,Right,3,0,Low,GoalFrame
11,20,12.22,-5.99,Open Play,Right,1,0,High,Saved
76,55,6.48,2,Open Play,Right,2,0,Medium,Blocked
65,46,14.96,-9.73,Open Play,Left,3,0,Low,Saved
6,56,15.71,-3.49,Open Play,Left,1,0,High,Blocked
91,35,18.95,15.21,Open Play,Right,2,0,Medium,Saved
52,38,25.19,9.23,Open Play,Right,3,1,Low,Missed
90,20,12.22,4.24,Open Play,Head,3,0,Medium,Missed
44,34,18.7,12.97,Open Play,Right,3,0,Medium,Saved
36,39,22.2,2.74,Open Play,Right,2,0,Low,Missed
38,4,11.22,7.48,Open Play,Right,1,0,Low,Goal
43,38,31.92,2.49,Open Play,Left,2,0,Low,Missed
45,31,10.72,-9.98,Open Play,Right,1,0,Medium,Missed
90,33,25.44,6.24,Open Play,Left,2,0,Medium,Saved
46,36,28.18,13.97,Open Play,Right,2,1,Low,Missed
21,59,4.74,-3.24,Open Play,Head,1,0,Low,Missed
23,55,4.49,9.73,Open Play,Head,2,0,High,Missed
65,57,14.46,6.98,Open Play,Left,3,1,Medium,Missed
88,1,24.69,8.23,Open Play,Left,2,0,Low,Missed
41,28,10.97,0,Penalty,Right,1,0,Low,Goal
86,20,14.71,-15.96,Open Play,Right,3,1,Medium,Blocked
60,46,12.97,17.71,Open Play,Right,2,0,Medium,Saved
58,19,25.69,1.5,Open Play,Left,2,0,Medium,Saved
36,18,10.97,-4.49,Open Play,Head,2,0,Medium,Missed
22,17,15.96,0.5,Open Play,Right,4,2,Medium,Saved
27,33,25.19,11.47,Open Play,Right,2,0,Medium,Missed
70,57,26.93,-8.48,Open Play,Left,3,1,Medium,Missed
70,43,11.22,5.99,Open Play,Head,2,0,Medium,Saved
40,44,16.46,3.49,Open Play,Right,3,1,Medium,Missed
80,39,12.47,13.72,Open Play,Right,2,0,Medium,Missed
56,8,18.7,-1,Open Play,Right,5,3,Low,Missed
54,32,13.47,-7.73,Open Play,Right,2,0,Low,Missed
78,34,8.48,1.75,Open Play,Left,1,0,Low,Saved
39,48,14.22,-16.21,Open Play,Right,2,0,Medium,Goal
49,25,26.43,-5.49,Open Play,Left,3,1,Medium,Missed
11,36,27.43,1.75,Open Play,Right,4,1,Low,Missed
74,4,2,-13.47,Open Play,Right,2,0,Medium,Saved
8,3,6.73,7.73,Open Play,Left,2,0,Medium,Missed
93,6,22.2,-3.49,Direct freekick,Left,8,2,Low,Goal
48,24,8.73,0.75,Open Play,Head,3,0,Medium,Missed
30,15,14.46,-22.2,Open Play,Right,2,0,Low,Saved
57,42,18.7,-10.23,Open Play,Right,3,1,Low,Saved
77,5,22.94,7.73,Open Play,Right,3,1,Low,GoalFrame
27,26,22.44,-0.75,Open Play,Right,5,2,Low,Missed
17,55,3.49,-1.5,Open Play,Right,1,0,Low,Missed
23,22,12.72,1,Open Play,Left,3,1,Low,Saved
80,7,24.94,-7.23,Open Play,Right,3,0,Low,Saved
97,21,13.22,0.5,Open Play,Head,2,0,Low,Missed
37,40,8.73,8.23,Open Play,Left,2,1,Medium,Saved
87,28,14.96,-14.46,Open Play,Right,3,1,Low,Saved
8,28,25.44,-11.47,Open Play,Right,4,1,Medium,Saved
29,5,9.98,-7.23,Open Play,Left,1,0,Low,Goal
17,32,20.2,13.47,Open Play,Right,3,1,Medium,Saved
88,29,23.69,-22.69,Open Play,Left,2,0,Medium,Saved
92,6,20.7,10.72,Direct freekick,Right,6,3,Low,Missed
72,13,13.97,-2,Open Play,Head,2,0,Medium,Missed
42,16,8.73,13.47,Open Play,Left,2,0,High,Blocked
4,43,3.99,-3.74,Open Play,Head,2,0,Medium,Saved
31,37,6.48,-9.48,Open Play,Left,4,0,Medium,Blocked
84,7,7.23,2.49,Open Play,Left,2,0,Medium,Missed
61,59,29.68,0,Open Play,Right,2,0,Low,Saved
43,52,19.7,17.96,Direct freekick,Right,6,2,Low,Missed
83,26,7.98,-2,Open Play,Head,3,1,Medium,Missed
8,47,18.95,10.72,Open Play,Right,3,0,Medium,Saved
2,43,25.69,-1.25,Open Play,Left,3,1,Medium,GoalFrame
80,22,18.95,-9.23,Open Play,Right,3,1,Medium,Saved
21,53,25.94,11.72,Open Play,Right,2,0,Medium,Missed
91,29,12.72,-0.5,Open Play,Left,4,0,Medium,Missed
82,51,23.19,-7.48,Direct freekick,Left,6,2,Low,Saved
21,59,4.24,9.98,Open Play,Left,3,0,Low,Missed
78,10,30.18,3.99,Open Play,Right,2,0,Low,Saved
89,9,4.24,6.24,Open Play,Head,1,0,Medium,Saved
76,23,31.92,-6.24,Open Play,Left,3,1,Low,Missed
68,34,23.69,1,Open Play,Left,4,1,Low,Missed
82,25,7.98,-1.75,Open Play,Head,3,0,Medium,Missed
25,59,6.48,5.74,Open Play,Left,1,0,Low,Saved
53,16,7.73,-2,Open Play,Left,1,0,Low,Goal
41,34,3.74,6.24,Open Play,Left,1,0,Low,Goal
92,30,7.98,2.99,Open Play,Left,2,0,Medium,Goal
62,27,13.47,-6.48,Open Play,Right,2,0,Low,Goal
34,45,24.69,3.24,Open Play,Right,2,0,Medium,Goal
32,7,3.74,6.98,Open Play,Head,1,0,Low,Missed
90,11,13.22,3.24,Open Play,Right,5,0,High,Missed
61,38,12.97,-0.5,Open Play,Head,2,0,Medium,Missed
54,53,6.98,-6.98,Open Play,Right,1,0,Low,Goal
53,51,21.2,5.24,Open Play,Right,2,0,Medium,Saved
54,4,10.72,-6.48,Open Play,Head,3,1,Medium,Saved
55,31,13.97,-1.75,Open Play,Left,1,0,Medium,Saved
71,9,26.19,0.25,Open Play,Right,3,1,Low,Missed
57,31,14.46,15.96,Open Play,Right,3,0,Low,Missed
36,26,8.48,0.75,Open Play,Head,1,0,Low,Missed
61,3,22.44,13.72,Open Play,Right,3,0,Low,Blocked
40,37,4.24,2.24,Open Play,Other,1,0,Medium,Goal
11,28,19.2,16.96,Open Play,Left,0,0,Low,Goal
28,10,14.71,8.23,Open Play,Right,2,0,High,Blocked
79,1,4.74,3.74,Open Play,Head,2,0,Low,Missed
10,49,4.74,1,Open Play,Right,3,0,Medium,Blocked
46,21,5.74,-17.71,Open Play,Right,4,0,Low,Missed
85,11,8.98,1,Open Play,Head,2,0,Medium,Missed
89,29,10.47,11.22,Open Play,Left,2,0,Medium,Saved
94,37,10.23,6.73,Open Play,Left,2,0,Low,Missed
45,31,2.74,-6.48,Open Play,Right,1,0,High,Missed
62,49,12.22,-4.24,Open Play,Right,3,0,Low,Missed
35,53,18.45,3.99,Open Play,Right,2,0,High,Blocked
23,20,4.74,-5.24,Open Play,Right,2,0,Medium,Missed
76,31,12.72,-15.71,Open Play,Left,2,0,Medium,Saved
87,48,14.96,-12.22,Open Play,Left,4,1,Low,Missed
56,53,18.7,2.24,Open Play,Left,3,1,Low,Saved
75,46,5.99,11.72,Open Play,Head,3,0,Medium,Saved
64,16,17.96,2.99,Open Play,Right,3,1,High,Saved
25,45,21.7,6.73,Open Play,Right,3,0,Medium,Missed
84,52,18.21,-15.21,Open Play,Right,4,0,Low,Missed
42,36,20.95,-1.25,Open Play,Left,4,1,Medium,Missed
41,23,26.93,-4.99,Direct freekick,Left,6,1,Low,Missed
92,6,11.97,-2.49,Open Play,Right,2,0,Low,Goal
70,0,26.68,0.75,Open Play,Left,3,0,Low,Missed
88,15,31.92,-0.75,Direct freekick,Right,6,2,Low,Saved
41,33,9.23,-2.74,Open Play,Head,2,0,Medium,Saved
29,24,20.7,7.23,Open Play,Left,3,0,Medium,Missed
2,8,13.47,8.98,Open Play,Left,2,0,Medium,Missed
22,1,18.45,-2.99,Open Play,Left,2,0,Low,Blocked
47,40,5.99,3.24,Open Play,Head,1,1,Medium,Missed
44,59,11.72,-17.21,Open Play,Right,2,0,Medium,Missed
55,19,22.44,9.23,Direct freekick,Right,5,2,Low,Blocked
69,4,31.42,-6.48,Open Play,Left,4,2,Low,Missed
64,14,7.98,10.97,Open Play,Left,2,0,Low,GoalFrame
74,4,8.48,-2.49,Open Play,Right,1,0,Low,GoalFrame
15,28,18.7,-9.48,Direct freekick,Right,6,4,Low,Blocked
3,28,12.47,3.49,Open Play,Right,4,0,Medium,Blocked
49,1,19.7,-9.98,Open Play,Right,2,0,Medium,Missed
21,40,14.71,-2.74,Open Play,Right,1,0,Low,Goal
73,32,14.71,4.49,Open Play,Left,3,0,High,Blocked
36,1,11.47,16.46,Open Play,Right,2,0,Low,GoalFrame
38,17,21.2,4.49,Open Play,Right,2,0,Medium,Missed
44,5,22.69,1.5,Open Play,Left,3,0,Low,Saved
50,29,7.48,-1.75,Open Play,Right,4,0,Medium,Blocked
1,55,12.97,0.25,Open Play,Head,2,0,Medium,Saved
20,55,19.45,12.72,Open Play,Left,5,1,Medium,Blocked
53,6,11.72,8.48,Open Play,Right,4,2,Low,Missed
75,58,2,6.48,Open Play,Left,2,0,High,Saved
36,51,8.98,-1.75,Open Play,Head,3,1,Medium,Missed
21,13,12.72,17.71,Open Play,Left,7,3,Low,Missed
20,1,18.95,9.98,Direct freekick,Left,6,3,Low,Saved
45,27,4.99,-1.5,Open Play,Other,4,0,High,Saved
34,21,4.49,7.23,Open Play,Left,1,0,Medium,Saved
66,8,4.74,-11.47,Open Play,Right,2,0,Low,Saved
57,4,6.98,2.49,Open Play,Right,1,0,Low,Goal
24,57,19.7,-14.71,Open Play,Left,3,0,Medium,Saved
15,47,22.69,-14.46,Open Play,Right,4,0,Low,Missed
88,35,19.2,-6.73,Open Play,Left,2,0,Low,Missed
25,40,12.72,-15.71,Open Play,Right,2,0,Medium,GoalFrame
44,31,27.93,0.25,Open Play,Right,4,1,Low,Saved
55,31,4.74,0.5,Open Play,Right,1,0,Medium,Saved
21,9,11.97,7.98,Open Play,Left,2,0,Low,Missed
26,33,13.72,16.96,Open Play,Left,3,1,Low,Blocked
44,48,31.42,-5.49,Open Play,Left,3,1,Low,Missed
63,47,8.98,-3.49,Open Play,Head,3,1,High,Goal
34,38,4.74,-9.98,Open Play,Left,2,1,Medium,Goal
87,3,24.94,2.74,Open Play,Right,2,0,Low,Saved
42,33,9.73,-8.73,Open Play,Right,3,0,Medium,Blocked
93,34,22.44,0.75,Open Play,Left,3,0,Medium,Missed
78,53,13.22,-9.23,Open Play,Left,3,1,Medium,Saved
14,3,13.72,17.71,Open Play,Right,2,0,Low,Saved
73,33,37.16,1.75,Open Play,Right,4,1,Low,Missed
84,56,7.23,-5.24,Open Play,Head,1,0,Low,Missed
67,23,19.2,10.23,Open Play,Right,4,1,Medium,Missed
60,38,12.72,-0.75,Open Play,Right,3,0,Medium,Missed
79,33,8.48,-2.49,Open Play,Head,1,0,Low,Saved
92,28,16.96,11.97,Open Play,Left,6,2,Low,Missed
24,13,19.7,16.96,Open Play,Right,2,0,Low,Saved
17,10,7.73,8.48,Open Play,Left,2,0,Low,Missed
55,0,31.92,8.73,Open Play,Right,7,4,Low,Saved
78,54,12.97,-0.5,Open Play,Right,4,2,Low,Blocked
36,15,9.98,5.74,Open Play,Head,2,0,Medium,Missed
93,4,14.46,-21.95,Open Play,Left,5,4,Medium,Missed
24,22,9.73,0.5,Open Play,Right,1,0,Low,Missed
79,51,31.42,-4.24,Direct freekick,Left,6,3,Low,Missed
59,8,12.22,-11.72,Open Play,Right,2,0,Medium,Blocked
79,25,9.48,6.24,Open Play,Right,3,0,Low,Blocked
89,58,28.68,-2.99,Open Play,Left,2,2,Low,Missed
10,23,14.71,-9.98,Open Play,Right,2,0,Medium,Saved
76,27,8.23,6.24,Open Play,Left,4,0,Medium,Goal
20,45,10.72,1.25,Open Play,Right,2,0,Low,Goal
20,39,11.22,-6.73,Open Play,Right,2,0,Low,Blocked
32,49,11.72,1.75,Open Play,Head,1,0,Low,Saved
75,35,30.92,1.5,Direct freekick,Right,6,4,Low,Missed
17,51,10.47,16.46,Open Play,Left,2,0,Medium,Blocked
77,47,7.48,-2.49,Open Play,Head,2,0,Medium,Missed
77,20,29.93,6.73,Open Play,Left,3,1,Low,Missed
39,2,10.72,-5.49,Open Play,Head,3,2,Medium,Missed
52,21,27.43,0.5,Open Play,Right,3,0,Low,Missed
13,2,23.69,4.24,Open Play,Left,3,0,Low,Saved
61,22,24.69,7.73,Open Play,Right,3,0,Medium,Missed
19,59,18.95,-10.23,Direct freekick,Left,8,2,Low,Missed
12,26,5.24,2.74,Open Play,Head,2,1,Medium,Missed
31,16,1,11.47,Open Play,Left,2,0,Medium,Missed
35,6,18.7,11.72,Open Play,Left,4,1,Low,Missed
64,14,17.46,9.73,Open Play,Left,2,0,Medium,Blocked
87,51,22.69,-5.49,Direct freekick,Right,8,2,Low,Blocked
5,57,24.19,17.71,Open Play,Right,5,2,Low,Missed
57,58,9.98,-13.97,Open Play,Right,2,0,High,Blocked
51,1,6.24,6.98,Open Play,Head,2,0,Medium,Missed
78,27,14.96,-13.22,Open Play,Right,2,0,Medium,Saved
1,12,20.45,-13.22,Open Play,Left,7,2,Low,Blocked
7,48,24.19,-9.48,Open Play,Right,3,1,Medium,Missed
50,22,1,12.47,Open Play,Left,3,0,High,Missed
43,21,14.22,-13.72,Open Play,Right,3,0,Low,Missed
92,36,5.99,-11.72,Open Play,Right,1,0,High,Saved
74,5,8.73,-1.5,Open Play,Head,2,0,Medium,Saved
30,41,6.73,-13.72,Open Play,Right,1,0,Medium,Missed
77,16,7.73,3.74,Open Play,Head,2,1,Medium,Missed
76,31,7.98,2,Open Play,Head,2,0,Medium,Missed
64,2,10.97,0,Penalty,Right,1,0,Low,Goal
12,52,11.22,10.97,Open Play,Left,2,0,Medium,Saved
8,4,12.22,2.24,Open Play,Left,3,1,Low,GoalFrame
25,51,25.69,-2.99,Open Play,Right,4,0,Medium,Saved
40,33,16.71,3.49,Open Play,Right,1,0,Medium,Saved
5,3,23.44,-13.72,Open Play,Right,4,0,Medium,Goal
80,6,21.95,-12.22,Open Play,Left,2,0,Low,Missed
86,48,18.95,23.94,Open Play,Right,3,1,Medium,Saved
70,21,23.19,-15.71,Open Play,Right,5,1,Low,Missed
90,17,23.69,-3.74,Open Play,Left,5,3,Low,Blocked
40,42,24.69,0.75,Open Play,Right,3,0,Medium,Saved
2,45,6.98,-1.75,Open Play,Left,2,0,Medium,Blocked
83,0,7.98,6.98,Open Play,Left,3,0,High,Saved
44,50,4.49,11.47,Open Play,Left,2,0,High,Saved
54,8,3.49,-2.99,Open Play,Left,1,0,Low,Missed
8,23,8.73,0.75,Open Play,Head,2,0,Medium,Goal
64,25,12.22,7.23,Open Play,Left,3,0,High,Goal
49,55,11.97,9.23,Open Play,Head,4,2,High,Missed
30,51,6.48,-12.72,Open Play,Right,2,0,High,Missed
25,0,36.16,-28.68,Open Play,Right,4,1,Low,Missed
15,3,26.93,-1,Open Play,Right,3,0,Low,Blocked
17,9,9.23,6.48,Open Play,Head,4,2,High,Missed
39,6,7.48,-5.99,Open Play,Right,1,0,Low,Missed
6,28,14.71,-3.24,Open Play,Right,1,0,Low,Saved
28,12,30.67,-4.99,Open Play,Right,4,1,Medium,Missed
43,31,8.73,1.75,Open Play,Right,0,0,Low,Goal
72,20,8.48,14.22,Open Play,Left,2,0,Medium,Goal
89,1,1.75,-13.97,Open Play,Right,3,0,High,Saved
61,29,10.72,5.74,Open Play,Right,3,1,High,Blocked
85,7,9.73,5.24,Open Play,Right,2,0,Low,Missed
83,50,11.22,-2.99,Open Play,Right,1,0,Medium,Saved
61,22,29.43,2.49,Open Play,Right,3,1,Medium,Saved
72,2,28.68,13.22,Open Play,Left,4,0,Medium,Blocked
70,32,27.68,7.98,Direct freekick,Right,5,1,Low,Saved
85,0,17.96,-15.71,Open Play,Right,2,0,Medium,Missed
15,39,4.99,1.75,Open Play,Left,1,0,,owngoal
66,20,3.74,2.24,Open Play,Right,1,0,Low,Goal
66,42,27.18,8.98,Open Play,Right,3,0,Low,Missed
56,41,11.72,-9.48,Open Play,Right,2,0,Low,Missed
66,59,7.98,3.49,Open Play,Right,1,0,Low,Missed
35,0,11.47,12.72,Open Play,Right,3,0,Medium,Blocked
13,43,25.69,14.96,Open Play,Right,4,0,Medium,Saved
27,4,16.21,-7.98,Open Play,Right,2,0,Medium,Goal
51,58,10.97,0,Open Play,Right,2,0,Low,Goal
62,19,6.98,8.23,Open Play,Head,1,0,Medium,Goal
49,29,14.71,8.48,Open Play,Left,3,0,High,Goal
4,1,10.97,0,Penalty,Left,1,0,Low,Goal
