tm_id,player_name,birth_day,birth_month,birth_year,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season,current_club,current_club_country,market_value_euros,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,name_lower,firstname_lower,lastname_lower,firstinitial_lower,league_country_lower,position_code,position_grouped,outfielder_goalkeeper,age,age_when_joining,years_since_joining,years_until_contract_expiry,market_value_pounds
32467,ivan rakitic,10.0,3.0,1988.0,Möhlin,Switzerland,1988-03-10,midfield - Central Midfield,184.0,right,,Switzerland,ES1,2021,sevilla fc,spain,10000000.0,2020-09-01,2024-06-30,,,,,AC Talent,ivan rakitic,ivan,rakitic,i,spain,CM,Midfielder,Outfielder,33.0,32.0,0.0,2.0,9000000.0
32522,antonio barragán,12.0,6.0,1987.0,Pontedeume,Spain,1987-06-12,Defender - Right-Back,186.0,right,Spain,,ES1,2021,elche cf,spain,800000.0,2020-10-04,2022-06-30,,,,,YOU FIRST SPORTS,antonio barragan,antonio,barragan,a,spain,RB,Defender,Outfielder,34.0,33.0,0.0,0.0,720000.0
32711,patrick herrmann,12.0,2.0,1991.0,Uchtelfangen,Germany,1991-02-12,attack - Right Winger,179.0,right,Germany,,L1,2021,borussia mönchengladbach,germany,3500000.0,2010-01-01,2022-06-30,,,,,PRO Profil GmbH,patrick herrmann,patrick,herrmann,p,germany,RW,Forward,Outfielder,30.0,18.0,11.0,0.0,3150000.0
33027,tim krul,3.0,4.0,1988.0,Den Haag,Netherlands,1988-04-03,Goalkeeper,193.0,left,Netherlands,,GB1,2021,norwich city,england,2500000.0,2018-07-24,2024-06-30,,,,,FFP,tim krul,tim,krul,t,england,GK,Goalkeeper,Goalkeeper,33.0,30.0,3.0,2.0,2250000.0
33571,lorenzo de silvestri,23.0,5.0,1988.0,Roma,Italy,1988-05-23,Defender - Right-Back,186.0,right,Italy,,IT1,2021,bologna fc 1909,italy,1500000.0,2020-09-17,2022-06-30,,,,,Sergio Berti,lorenzo de silvestri,lorenzo,silvestri,l,italy,RB,Defender,Outfielder,33.0,32.0,0.0,0.0,1350000.0
33713,theo walcott,16.0,3.0,1989.0,London,England,1989-03-16,attack - Right Winger,175.0,both,England,,GB1,2021,southampton fc,england,5000000.0,2021-07-01,2023-06-30,,,,,Wasserman,theo walcott,theo,walcott,t,england,RW,Forward,Outfielder,32.0,32.0,0.0,1.0,4500000.0
33781,vito mannone,2.0,3.0,1988.0,Desio,Italy,1988-03-02,Goalkeeper,188.0,right,Italy,,FR1,2021,as monaco,monaco,800000.0,2020-09-11,2022-06-30,,,,,,vito mannone,vito,mannone,v,monaco,GK,Goalkeeper,Goalkeeper,33.0,32.0,0.0,0.0,720000.0
33829,josé fonte,22.0,12.0,1983.0,Penafiel,Portugal,1983-12-22,Defender - Centre-Back,191.0,right,Portugal,,FR1,2021,losc lille,france,1500000.0,2018-07-15,2022-06-30,,,,,ICM Stellar Sports,jose fonte,jose,fonte,j,france,CB,Defender,Outfielder,37.0,34.0,3.0,0.0,1350000.0
33873,asmir begovic,20.0,6.0,1987.0,Trebinje,Jugoslawien (SFR),1987-06-20,Goalkeeper,199.0,right,,Canada,GB1,2021,everton fc,england,1200000.0,2021-07-20,2022-06-30,both parties 1 year,,,,Wasserman,asmir begovic,asmir,begovic,a,england,GK,Goalkeeper,Goalkeeper,34.0,34.0,0.0,0.0,1080000.0
33925,jessy moulin,13.0,1.0,1986.0,Valence,France,1986-01-13,Goalkeeper,185.0,right,France,,FR1,2021,estac troyes,france,600000.0,2021-07-19,2023-06-30,,,,,,jessy moulin,jessy,moulin,j,france,GK,Goalkeeper,Goalkeeper,35.0,35.0,0.0,1.0,540000.0
34130,tom heaton,15.0,4.0,1986.0,Chester,England,1986-04-15,Goalkeeper,188.0,right,England,,GB1,2021,manchester united,england,1000000.0,2021-07-02,2023-06-30,Option for a further year,,,,10Ten Football,tom heaton,tom,heaton,t,england,GK,Goalkeeper,Goalkeeper,35.0,35.0,0.0,1.0,900000.0
34198,andrea masiello,5.0,2.0,1986.0,Viareggio,Italy,1986-02-05,Defender - Centre-Back,184.0,right,Italy,,IT1,2021,genoa cfc,italy,800000.0,2020-01-29,2022-06-30,,,,,PDP s.r.l.  Pasqualin D’Amico Partners,andrea masiello,andrea,masiello,a,italy,CB,Defender,Outfielder,35.0,34.0,1.0,0.0,720000.0
34370,diego lópez,3.0,11.0,1981.0,Paradela,Spain,1981-11-03,Goalkeeper,196.0,right,Spain,,ES1,2021,rcd espanyol barcelona,spain,500000.0,2017-07-01,2022-06-30,,,,,Manuel García Quilón,diego lopez,diego,lopez,d,spain,GK,Goalkeeper,Goalkeeper,39.0,35.0,4.0,0.0,450000.0
34601,raúl garcía,11.0,7.0,1986.0,Pamplona,Spain,1986-07-11,attack - Centre-Forward,184.0,right,Spain,,ES1,2021,athletic bilbao,spain,2500000.0,2015-08-30,2022-06-30,both parties 1 year,,,,Bahía Internacional,raul garcia,raul,garcia,r,spain,ST,Forward,Outfielder,35.0,29.0,6.0,0.0,2250000.0
34787,julian baumgartlinger,2.0,1.0,1988.0,Salzburg,Austria,1988-01-02,midfield - Defensive Midfield,184.0,right,Austria,,L1,2021,bayer 04 leverkusen,germany,1500000.0,2016-07-01,2022-06-30,,,,,PRO Profil GmbH,julian baumgartlinger,julian,baumgartlinger,j,germany,CDM,Midfielder,Outfielder,33.0,28.0,5.0,0.0,1350000.0
34870,roberto soldado,27.0,5.0,1985.0,Valencia,Spain,1985-05-27,attack - Centre-Forward,180.0,right,Spain,,ES1,2021,levante ud,spain,1200000.0,2021-07-01,2023-06-30,,,,,Toldra Consulting S.L.,roberto soldado,roberto,soldado,r,spain,ST,Forward,Outfielder,36.0,36.0,0.0,1.0,1080000.0
34987,burak yilmaz,15.0,7.0,1985.0,Antalya,Turkey,1985-07-15,attack - Centre-Forward,188.0,right,Turkey,,FR1,2021,losc lille,france,2800000.0,2020-08-01,2022-06-30,,,,,Ergezen Menajerlik & Danışmanl,burak yilmaz,burak,yilmaz,b,france,ST,Forward,Outfielder,36.0,35.0,1.0,0.0,2520000.0
35047,axel witsel,12.0,1.0,1989.0,Liège,Belgium,1989-01-12,midfield - Defensive Midfield,186.0,right,,Martinique,L1,2021,borussia dortmund,germany,9000000.0,2018-08-06,2022-06-30,,,,,Nomi Sports,axel witsel,axel,witsel,a,germany,CDM,Midfielder,Outfielder,32.0,29.0,3.0,0.0,8100000.0
35207,marco reus,31.0,5.0,1989.0,Dortmund,Germany,1989-05-31,midfield - Attacking Midfield,180.0,right,Germany,,L1,2021,borussia dortmund,germany,13000000.0,2012-07-01,2023-06-30,,,,,Dirk Hebel,marco reus,marco,reus,m,germany,CAM,Midfielder,Outfielder,32.0,23.0,9.0,1.0,11700000.0
35208,marcel schmelzer,22.0,1.0,1988.0,Magdeburg,DDR,1988-01-22,Defender - Left-Back,180.0,left,Germany,,L1,2021,borussia dortmund,germany,700000.0,2008-07-01,2022-06-30,,,,,Relatives,marcel schmelzer,marcel,schmelzer,m,germany,LB,Defender,Outfielder,33.0,20.0,13.0,0.0,630000.0
35249,stefano okaka,9.0,8.0,1989.0,Castiglione del Lago,Italy,1989-08-09,attack - Centre-Forward,186.0,right,,Nigeria,IT1,2021,udinese calcio,italy,2000000.0,2019-09-02,2022-06-30,,,,,Royal Project srl,stefano okaka,stefano,okaka,s,italy,ST,Forward,Outfielder,32.0,30.0,1.0,0.0,1800000.0
35518,david silva,8.0,1.0,1986.0,Arguineguín,Spain,1986-01-08,midfield - Attacking Midfield,170.0,left,Spain,,ES1,2021,real sociedad,spain,5000000.0,2020-08-17,2022-06-30,,,,,IFM,david silva,david,silva,d,spain,CAM,Midfielder,Outfielder,35.0,34.0,1.0,0.0,4500000.0
35564,fernando llorente,26.0,2.0,1985.0,Pamplona,Spain,1985-02-26,attack - Centre-Forward,193.0,right,Spain,,IT1,2021,without club,,1000000.0,2021-07-01,,,,,,CAA Base Ltd,fernando llorente,fernando,llorente,f,,ST,Forward,Outfielder,36.0,36.0,0.0,,900000.0
35865,andrea consigli,27.0,1.0,1987.0,Milano,Italy,1987-01-27,Goalkeeper,189.0,right,Italy,,IT1,2021,us sassuolo,italy,3000000.0,2014-09-01,2022-06-30,,,,,PDP s.r.l.  Pasqualin D’Amico Partners,andrea consigli,andrea,consigli,a,italy,GK,Goalkeeper,Goalkeeper,34.0,27.0,6.0,0.0,2700000.0
36182,max kruse,19.0,3.0,1988.0,Reinbek,Germany,1988-03-19,attack - Second Striker,180.0,left,Germany,,L1,2021,1.fc union berlin,germany,5000000.0,2020-08-06,2022-06-30,,,,,EMG Mundial,max kruse,max,kruse,m,germany,SS,Forward,Outfielder,33.0,32.0,1.0,0.0,4500000.0
36371,nikola kalinic,5.0,1.0,1988.0,Solin,Jugoslawien (SFR),1988-01-05,attack - Centre-Forward,187.0,both,Croatia,,IT1,2021,hellas verona,italy,1500000.0,2020-10-05,2022-06-30,,,,,LIAN Sports Group,nikola kalinic,nikola,kalinic,n,italy,ST,Forward,Outfielder,33.0,32.0,0.0,0.0,1350000.0
36898,sascha burchert,30.0,10.0,1989.0,Berlin,DDR,1989-10-30,Goalkeeper,187.0,right,Germany,,L1,2021,spvgg greuther fürth,germany,600000.0,2016-07-01,2022-06-30,,,,,SEG,sascha burchert,sascha,burchert,s,germany,GK,Goalkeeper,Goalkeeper,31.0,26.0,5.0,0.0,540000.0
37304,shane long,22.0,1.0,1987.0,Gortnahoe,Ireland,1987-01-22,attack - Centre-Forward,180.0,both,Ireland,,GB1,2021,southampton fc,england,1200000.0,2014-08-14,2022-06-30,,,,,not clarified,shane long,shane,long,s,england,ST,Forward,Outfielder,34.0,27.0,7.0,0.0,1080000.0
37337,mario suárez,24.0,2.0,1987.0,Madrid,Spain,1987-02-24,midfield - Defensive Midfield,189.0,right,Spain,,ES1,2021,rayo vallecano,spain,300000.0,2019-01-31,2022-06-30,,,,,Promoesport,mario suarez,mario,suarez,m,spain,CDM,Midfielder,Outfielder,34.0,31.0,2.0,0.0,270000.0
37526,winston reid,3.0,7.0,1988.0,Auckland,New Zealand,1988-07-03,Defender - Centre-Back,191.0,right,,Denmark,GB1,2021,west ham united,england,1500000.0,2010-08-05,2023-06-30,,,,,Boutique Transfers,winston reid,winston,reid,w,england,CB,Defender,Outfielder,33.0,22.0,11.0,1.0,1350000.0
37647,dimitri payet,29.0,3.0,1987.0,Saint-Pierre,Réunion,1987-03-29,midfield - Attacking Midfield,175.0,right,France,,FR1,2021,olympique marseille,france,5000000.0,2017-01-30,2024-06-30,,,,,,dimitri payet,dimitri,payet,d,france,CAM,Midfielder,Outfielder,34.0,29.0,4.0,2.0,4500000.0
37666,arturo vidal,22.0,5.0,1987.0,San Joaquín,Chile,1987-05-22,midfield - Central Midfield,180.0,right,Chile,,IT1,2021,inter milan,italy,3500000.0,2020-09-22,2022-06-30,Option for a further year,,,,Fernando Felicevich,arturo vidal,arturo,vidal,a,italy,CM,Midfielder,Outfielder,34.0,33.0,0.0,0.0,3150000.0
37834,felipe caicedo,5.0,9.0,1988.0,Guayaquil,Ecuador,1988-09-05,attack - Centre-Forward,183.0,left,,Spain,IT1,2021,ss lazio,italy,4000000.0,2017-08-02,2022-06-30,,,,,Matteo Materazzi,felipe caicedo,felipe,caicedo,f,italy,ST,Forward,Outfielder,32.0,28.0,4.0,0.0,3600000.0
38253,robert lewandowski,21.0,8.0,1988.0,Warszawa,Poland,1988-08-21,attack - Centre-Forward,185.0,right,Poland,,L1,2021,bayern munich,germany,60000000.0,2014-07-01,2023-06-30,,,,,Pini Zahavi,robert lewandowski,robert,lewandowski,r,germany,ST,Forward,Outfielder,33.0,25.0,7.0,1.0,54000000.0
38410,daniel caligiuri,15.0,1.0,1988.0,Villingen-Schwenningen,Germany,1988-01-15,attack - Right Winger,182.0,right,,Germany,L1,2021,fc augsburg,germany,2000000.0,2020-07-01,2023-06-30,,,,,ROOF,daniel caligiuri,daniel,caligiuri,d,germany,RW,Forward,Outfielder,33.0,32.0,1.0,1.0,1800000.0
39037,rob elliot,30.0,4.0,1986.0,London,England,1986-04-30,Goalkeeper,190.0,left,,England,GB1,2021,watford fc,england,200000.0,2021-01-28,2023-06-30,,,,,Refuel Performance Management,rob elliot,rob,elliot,r,england,GK,Goalkeeper,Goalkeeper,35.0,34.0,0.0,1.0,180000.0
39106,ádám szalai,9.0,12.0,1987.0,Budapest,Hungary,1987-12-09,attack - Centre-Forward,193.0,right,Hungary,,L1,2021,1.fsv mainz 05,germany,400000.0,2019-08-27,2022-06-30,,,,,Rechtsanwalt Oliver Fischer,adam szalai,adam,szalai,a,germany,ST,Forward,Outfielder,33.0,31.0,2.0,0.0,360000.0
39259,makoto hasebe,18.0,1.0,1984.0,"Fujieda, Shizuoka",Japan,1984-01-18,midfield - Defensive Midfield,180.0,right,Japan,,L1,2021,eintracht frankfurt,germany,800000.0,2014-07-01,2022-06-30,,,,,PRO Profil GmbH,makoto hasebe,makoto,hasebe,m,germany,CDM,Midfielder,Outfielder,37.0,30.0,7.0,0.0,720000.0
39381,gareth bale,16.0,7.0,1989.0,Cardiff,Wales,1989-07-16,attack - Right Winger,185.0,left,Wales,,ES1,2021,real madrid,spain,18000000.0,2013-09-01,2022-06-30,,,,,ICM Stellar Sports,gareth bale,gareth,bale,g,spain,RW,Forward,Outfielder,32.0,24.0,7.0,0.0,16200000.0
39728,mats hummels,16.0,12.0,1988.0,Bergisch Gladbach,Germany,1988-12-16,Defender - Centre-Back,191.0,right,Germany,,L1,2021,borussia dortmund,germany,12000000.0,2019-07-01,2022-06-30,,,,,HMH Sportmanagement,mats hummels,mats,hummels,m,germany,CB,Defender,Outfielder,32.0,30.0,2.0,0.0,10800000.0
39983,leonardo bonucci,1.0,5.0,1987.0,Viterbo,Italy,1987-05-01,Defender - Centre-Back,190.0,right,Italy,,IT1,2021,juventus fc,italy,8000000.0,2018-08-02,2024-06-30,,,,,Alessandro Lucci - WSA,leonardo bonucci,leonardo,bonucci,l,italy,CB,Defender,Outfielder,34.0,31.0,3.0,2.0,7200000.0
40034,jens grahl,22.0,9.0,1988.0,Stuttgart,Germany,1988-09-22,Goalkeeper,192.0,right,Germany,,L1,2021,eintracht frankfurt,germany,200000.0,2021-07-19,2024-06-30,,,,,PESM,jens grahl,jens,grahl,j,germany,GK,Goalkeeper,Goalkeeper,32.0,32.0,0.0,2.0,180000.0
40074,stefan ilsanker,18.0,5.0,1989.0,Hallein,Austria,1989-05-18,midfield - Defensive Midfield,189.0,right,Austria,,L1,2021,eintracht frankfurt,germany,1700000.0,2020-01-31,2022-06-30,,,,,More than Sport GmbH,stefan ilsanker,stefan,ilsanker,s,germany,CDM,Midfielder,Outfielder,32.0,30.0,1.0,0.0,1530000.0
40423,claudio bravo,13.0,4.0,1983.0,Viluco,Chile,1983-04-13,Goalkeeper,184.0,right,,Spain,ES1,2021,real betis balompié,spain,1000000.0,2020-08-30,2022-06-30,,,,,,claudio bravo,claudio,bravo,c,spain,GK,Goalkeeper,Goalkeeper,38.0,37.0,1.0,0.0,900000.0
40433,alexis sánchez,19.0,12.0,1988.0,Tocopilla,Chile,1988-12-19,attack - Centre-Forward,168.0,right,Chile,,IT1,2021,inter milan,italy,7500000.0,2020-09-01,2023-06-30,,,,,Fernando Felicevich,alexis sanchez,alexis,sanchez,a,italy,ST,Forward,Outfielder,32.0,31.0,0.0,1.0,6750000.0
40611,ryan bertrand,5.0,8.0,1989.0,London,England,1989-08-05,Defender - Left-Back,179.0,left,,Egypt,GB1,2021,leicester city,england,8000000.0,2021-07-15,2023-06-30,,,,,First Access Sports,ryan bertrand,ryan,bertrand,r,england,LB,Defender,Outfielder,32.0,31.0,0.0,1.0,7200000.0
40613,jack cork,25.0,6.0,1989.0,London,England,1989-06-25,midfield - Defensive Midfield,185.0,right,England,,GB1,2021,burnley fc,england,5000000.0,2017-07-11,2022-06-30,Option for a further year,,,,Wasserman,jack cork,jack,cork,j,england,CDM,Midfielder,Outfielder,32.0,28.0,4.0,0.0,4500000.0
40633,milan badelj,25.0,2.0,1989.0,Zagreb,Jugoslawien (SFR),1989-02-25,midfield - Defensive Midfield,186.0,right,Croatia,,IT1,2021,genoa cfc,italy,2000000.0,2020-09-16,2023-06-30,,,,,Alessandro Lucci - WSA,milan badelj,milan,badelj,m,italy,CDM,Midfielder,Outfielder,32.0,31.0,0.0,1.0,1800000.0
40680,sven ulreich,3.0,8.0,1988.0,Schorndorf,Germany,1988-08-03,Goalkeeper,192.0,right,Germany,,L1,2021,bayern munich,germany,900000.0,2021-07-01,2022-06-30,,,,,BMS Sportconsulting GmbH,sven ulreich,sven,ulreich,s,germany,GK,Goalkeeper,Goalkeeper,33.0,32.0,0.0,0.0,810000.0
40792,manuel riemann,9.0,9.0,1988.0,Mühldorf am Inn,Germany,1988-09-09,Goalkeeper,186.0,right,Germany,,L1,2021,vfl bochum,germany,600000.0,2015-07-01,2023-06-30,,,,,ROOF,manuel riemann,manuel,riemann,m,germany,GK,Goalkeeper,Goalkeeper,32.0,26.0,6.0,1.0,540000.0
41323,andreas luthe,10.0,3.0,1987.0,Velbert,Germany,1987-03-10,Goalkeeper,195.0,right,Germany,,L1,2021,1.fc union berlin,germany,900000.0,2020-08-03,,,,,,act,andreas luthe,andreas,luthe,a,germany,GK,Goalkeeper,Goalkeeper,34.0,33.0,1.0,,810000.0
41384,marko arnautovic,19.0,4.0,1989.0,Wien,Austria,1989-04-19,attack - Centre-Forward,192.0,both,,Serbia,IT1,2021,bologna fc 1909,italy,10000000.0,2021-08-01,2023-06-30,,,,,Arna Sports Management GmbH,marko arnautovic,marko,arnautovic,m,italy,ST,Forward,Outfielder,32.0,32.0,0.0,1.0,9000000.0
41414,lucas leiva,9.0,1.0,1987.0,Dourados,Brazil,1987-01-09,midfield - Defensive Midfield,179.0,right,,Italy,IT1,2021,ss lazio,italy,3500000.0,2017-07-18,2022-06-30,,,,,Relatives,lucas leiva,lucas,leiva,l,italy,CDM,Midfielder,Outfielder,34.0,30.0,4.0,0.0,3150000.0
41416,james mcarthur,7.0,10.0,1987.0,Glasgow,Scotland,1987-10-07,midfield - Central Midfield,178.0,both,Scotland,,GB1,2021,crystal palace,england,2000000.0,2014-09-01,2022-06-30,,,,,StormSportsX,james mcarthur,james,mcarthur,j,england,CM,Midfielder,Outfielder,33.0,26.0,6.0,0.0,1800000.0
41458,robert tesche,27.0,5.0,1987.0,Wismar,DDR,1987-05-27,midfield - Central Midfield,182.0,right,Germany,,L1,2021,vfl bochum,germany,350000.0,2018-07-01,2022-06-30,,,,,,robert tesche,robert,tesche,r,germany,CM,Midfielder,Outfielder,34.0,31.0,3.0,0.0,315000.0
41541,danny blum,7.0,1.0,1991.0,Frankenthal,Germany,1991-01-07,attack - Left Winger,183.0,left,Germany,,L1,2021,vfl bochum,germany,1000000.0,2019-07-01,2022-06-30,,,,,MK Sport Consulting,danny blum,danny,blum,d,germany,LW,Forward,Outfielder,30.0,28.0,2.0,0.0,900000.0
41912,simone aresti,15.0,3.0,1986.0,Carbonia,Italy,1986-03-15,Goalkeeper,187.0,right,Italy,,IT1,2021,cagliari calcio,italy,100000.0,2020-09-01,,,,,,AC Sport Consulting,simone aresti,simone,aresti,s,italy,GK,Goalkeeper,Goalkeeper,35.0,34.0,0.0,,90000.0
42205,yann sommer,17.0,12.0,1988.0,Morges,Switzerland,1988-12-17,Goalkeeper,183.0,right,Switzerland,,L1,2021,borussia mönchengladbach,germany,6000000.0,2014-07-01,2023-06-30,,,,,IFM,yann sommer,yann,sommer,y,germany,GK,Goalkeeper,Goalkeeper,32.0,25.0,7.0,1.0,5400000.0
42234,havard nordtveit,21.0,6.0,1990.0,Vats,Norway,1990-06-21,Defender - Centre-Back,188.0,right,Norway,,L1,2021,tsg 1899 hoffenheim,germany,1500000.0,2017-07-01,2022-06-30,,,,,Jim Solbakken,havard nordtveit,havard,nordtveit,h,germany,CB,Defender,Outfielder,31.0,27.0,4.0,0.0,1350000.0
42412,jonny evans,3.0,1.0,1988.0,Belfast,Northern Ireland,1988-01-03,Defender - Centre-Back,188.0,both,Northern Ireland,,GB1,2021,leicester city,england,7000000.0,2018-07-01,2023-06-30,,,,,,jonny evans,jonny,evans,j,england,CB,Defender,Outfielder,33.0,30.0,3.0,1.0,6300000.0
42460,ivan perisic,2.0,2.0,1989.0,Split,Jugoslawien (SFR),1989-02-02,midfield - Left Midfield,186.0,both,Croatia,,IT1,2021,inter milan,italy,10000000.0,2015-08-30,2022-06-30,,,,,,ivan perisic,ivan,perisic,i,italy,LM,Midfielder,Outfielder,32.0,26.0,6.0,0.0,9000000.0
42783,andré hahn,13.0,8.0,1990.0,Otterndorf,Germany,1990-08-13,attack - Right Winger,185.0,right,Germany,,L1,2021,fc augsburg,germany,2500000.0,2018-07-01,2022-06-30,,,,,Sports360 GmbH,andre hahn,andre,hahn,a,germany,RW,Forward,Outfielder,31.0,27.0,3.0,0.0,2250000.0
42796,nicola ravaglia,12.0,12.0,1988.0,Forlì,Italy,1988-12-12,Goalkeeper,184.0,right,Italy,,IT1,2021,uc sampdoria,italy,300000.0,2020-09-01,2022-06-30,,,,,BC Group,nicola ravaglia,nicola,ravaglia,n,italy,GK,Goalkeeper,Goalkeeper,32.0,31.0,0.0,0.0,270000.0
42920,fran mérida,4.0,3.0,1990.0,Barcelona,Spain,1990-03-04,midfield - Central Midfield,173.0,left,Spain,,ES1,2021,rcd espanyol barcelona,spain,1000000.0,2020-08-19,2022-06-30,Option for a further year,,,,Antonio López Management,fran merida,fran,merida,f,spain,CM,Midfielder,Outfielder,31.0,30.0,1.0,0.0,900000.0
42936,nils petersen,6.0,12.0,1988.0,Wernigerode,DDR,1988-12-06,attack - Centre-Forward,188.0,right,Germany,,L1,2021,sc freiburg,germany,3000000.0,2015-07-01,2022-06-30,,,,,ISMG International,nils petersen,nils,petersen,n,germany,ST,Forward,Outfielder,32.0,26.0,6.0,0.0,2700000.0
43003,nacho monreal,26.0,2.0,1986.0,Pamplona,Spain,1986-02-26,Defender - Left-Back,179.0,left,Spain,,ES1,2021,real sociedad,spain,1500000.0,2019-08-31,2022-06-30,,,,,GLOBAL ASES,nacho monreal,nacho,monreal,n,spain,LB,Defender,Outfielder,35.0,33.0,2.0,0.0,1350000.0
43256,paul baysse,18.0,5.0,1988.0,Bordeaux,France,1988-05-18,Defender - Centre-Back,185.0,right,France,,FR1,2021,fc girondins bordeaux,france,1000000.0,2018-01-10,2024-06-30,,,,,Gallea Gestion S.A,paul baysse,paul,baysse,p,france,CB,Defender,Outfielder,33.0,29.0,3.0,2.0,900000.0
43530,adam lallana,10.0,5.0,1988.0,St Albans,England,1988-05-10,midfield - Attacking Midfield,172.0,both,England,,GB1,2021,brighton & hove albion,england,4000000.0,2020-07-27,2023-06-30,,,,,ICM Stellar Sports,adam lallana,adam,lallana,a,england,CAM,Midfielder,Outfielder,33.0,32.0,1.0,1.0,3600000.0
43763,erik pieters,7.0,8.0,1988.0,Tiel,Netherlands,1988-08-07,Defender - Left-Back,183.0,left,Netherlands,,GB1,2021,burnley fc,england,1500000.0,2019-07-08,2022-06-30,,,,,Unique Sports Management,erik pieters,erik,pieters,e,england,LB,Defender,Outfielder,33.0,30.0,2.0,0.0,1350000.0
43848,miguel veloso,11.0,5.0,1986.0,Coimbra,Portugal,1986-05-11,midfield - Defensive Midfield,180.0,left,Portugal,,IT1,2021,hellas verona,italy,900000.0,2019-07-20,2022-06-30,,,,,Excellence Sport,miguel veloso,miguel,veloso,m,italy,CDM,Midfielder,Outfielder,35.0,33.0,2.0,0.0,810000.0
43984,daniel brosinski,17.0,7.0,1988.0,Karlsruhe,Germany,1988-07-17,Defender - Right-Back,178.0,right,Germany,,L1,2021,1.fsv mainz 05,germany,800000.0,2014-07-03,2022-06-30,,,,,Dirk Hebel,daniel brosinski,daniel,brosinski,d,germany,RB,Defender,Outfielder,33.0,25.0,7.0,0.0,720000.0
44058,wojciech szczesny,18.0,4.0,1990.0,Warszawa,Poland,1990-04-18,Goalkeeper,196.0,right,Poland,,IT1,2021,juventus fc,italy,25000000.0,2017-07-19,2024-06-30,,,,,ICM Stellar Sports,wojciech szczesny,wojciech,szczesny,w,italy,GK,Goalkeeper,Goalkeeper,31.0,27.0,4.0,2.0,22500000.0
44068,juan mata,28.0,4.0,1988.0,Burgos,Spain,1988-04-28,midfield - Attacking Midfield,170.0,left,Spain,,GB1,2021,manchester united,england,4000000.0,2014-01-24,2022-06-30,,,,,JM10 SPORT,juan mata,juan,mata,j,england,CAM,Midfielder,Outfielder,33.0,25.0,7.0,0.0,3600000.0
44136,domenico criscito,30.0,12.0,1986.0,Cercola,Italy,1986-12-30,Defender - Centre-Back,183.0,left,Italy,,IT1,2021,genoa cfc,italy,1500000.0,2018-07-01,2023-06-30,,,,,PDP s.r.l.  Pasqualin D’Amico Partners,domenico criscito,domenico,criscito,d,italy,CB,Defender,Outfielder,34.0,31.0,3.0,1.0,1350000.0
44162,miralem pjanić,2.0,4.0,1990.0,Zvornik,Jugoslawien (SFR),1990-04-02,midfield - Central Midfield,178.0,right,,Luxembourg,ES1,2021,fc barcelona,spain,20000000.0,2020-09-01,2024-06-30,,,,,LIAN Sports Group,miralem pjanic,miralem,pjanic,m,spain,CM,Midfielder,Outfielder,31.0,30.0,0.0,2.0,18000000.0
44327,andrea ranocchia,16.0,2.0,1988.0,Assisi,Italy,1988-02-16,Defender - Centre-Back,195.0,right,Italy,,IT1,2021,inter milan,italy,1000000.0,2011-01-01,2022-06-30,,,,,TMP SOCCER srl,andrea ranocchia,andrea,ranocchia,a,italy,CB,Defender,Outfielder,33.0,22.0,10.0,0.0,900000.0
44352,luis suárez,24.0,1.0,1987.0,Salto,Uruguay,1987-01-24,attack - Centre-Forward,182.0,right,Uruguay,,ES1,2021,atlético de madrid,spain,15000000.0,2020-09-25,2022-06-30,,,,,Relatives,luis suarez,luis,suarez,l,spain,ST,Forward,Outfielder,34.0,33.0,0.0,0.0,13500000.0
44420,stefan radu,22.0,10.0,1986.0,Bukarest,Romania,1986-10-22,Defender - Centre-Back,183.0,left,Romania,,IT1,2021,ss lazio,italy,2000000.0,2008-07-01,2022-06-30,,,,,Matteo Materazzi,stefan radu,stefan,radu,s,italy,CB,Defender,Outfielder,34.0,21.0,13.0,0.0,1800000.0
44466,sebastian rode,11.0,10.0,1990.0,Seeheim-Jugenheim,Germany,1990-10-11,midfield - Central Midfield,179.0,right,Germany,,L1,2021,eintracht frankfurt,germany,4000000.0,2019-07-27,2024-06-30,,,,,PRO Profil GmbH,sebastian rode,sebastian,rode,s,germany,CM,Midfielder,Outfielder,30.0,28.0,2.0,2.0,3600000.0
44501,marcelo,12.0,5.0,1988.0,Rio de Janeiro,Brazil,1988-05-12,Defender - Left-Back,174.0,left,,Spain,ES1,2021,real madrid,spain,7500000.0,2007-01-01,2022-06-30,,,,,LIFEPRO,marcelo,marcelo,marcelo,m,spain,LB,Defender,Outfielder,33.0,18.0,14.0,0.0,6750000.0
44686,yannick cahuzac,18.0,1.0,1985.0,Ajaccio,France,1985-01-18,midfield - Defensive Midfield,178.0,right,France,,FR1,2021,rc lens,france,400000.0,2019-07-01,2022-06-30,,,,,Bemavõ corp,yannick cahuzac,yannick,cahuzac,y,france,CDM,Midfielder,Outfielder,36.0,34.0,2.0,0.0,360000.0
